fID,eID,C,Kernel,Degree,Tolerance
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,b5d5f333-f9d2-48c0-814f-313912fb6b4f,31,linear,4,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,f91a4b3a-c740-49dd-83d9-98ea906d59be,31,linear,4,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,52f94c79-eae2-4730-843a-c2dbe26e05dd,31,linear,5,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,5f3a3889-ccba-448c-b8e5-6134e83e19fc,31,linear,5,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,38f064bc-a0ce-4c29-b693-fdf24e327476,31,linear,6,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,532c6fb0-4684-4e4a-986a-7eac6b1262ff,31,linear,6,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,da91baf0-00f7-46d2-aa97-41494d1d25e1,31,linear,7,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,8b66e557-8c5e-4d8e-953f-758c0560ab1f,31,linear,7,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,9cd64950-ed6e-4bef-a601-14f37134e386,31,linear,8,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,17951826-e430-4cb8-90f3-14a633a36d91,31,linear,8,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,bbc5c0cf-6ea8-4bce-96e8-d652b6725645,41,rbf,3,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,e74d7cd2-5aa0-491f-826f-1556ec15b308,41,rbf,3,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,a6701597-7178-4220-905f-2cc3270c8330,41,rbf,4,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,af40122a-06a2-4cd3-8318-22371846c3bb,41,rbf,4,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,aae75215-d5d4-4e8c-ace2-6426a1f2cdd1,41,rbf,5,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,63ce4166-a429-4c28-b263-0853db53c0de,41,rbf,5,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,e8c6cf63-ca87-4ae3-a933-4eede2d29121,41,rbf,6,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,6109122d-7f66-4487-939c-b73e74963a35,41,rbf,6,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,d1277391-ae6d-4e02-920b-13c3b61acf69,41,rbf,7,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,ab913a48-8112-4bf1-9d30-4a8063271ad4,41,rbf,7,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,c85bb334-2888-41a7-a18b-883d80e6af98,41,rbf,8,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,119dc117-bfef-41f5-9794-13baa6ec6280,41,rbf,8,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,2d460c4d-f76b-4583-9896-3f0508d3828e,41,linear,3,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,f36523bf-7f11-439b-89d8-b7c582270619,41,linear,3,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,ae3182ad-6590-40d6-9ffc-19f0dd09d76c,41,linear,4,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,92073ccf-00bb-4ed8-af62-5e69fb48bff7,41,linear,4,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,c968c44f-2141-4533-87ca-dbfef7d3da34,41,linear,5,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,e8d20ee2-90e5-4568-b467-f1175b2c6b1b,41,linear,5,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,3eaa0853-ed1c-45c3-932e-c7932bc2fff4,41,linear,6,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,1070c59d-e4a5-4857-8ae6-9da30ef52b5a,41,linear,6,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,a52c73c0-963f-4c5e-b3ee-b949d677510a,41,linear,7,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,0f7acae8-d1fd-4c1d-bb70-6b613f3eb70e,41,linear,7,0.001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,242c3166-053a-40d6-b662-e6d5990b4708,41,linear,8,0.0001
9621f2ff-fbbb-4d3f-9007-4d7693d998ea,044eae89-8746-4cde-932d-d686c12a9206,41,linear,8,0.001
